budget_row_id,budget_version,month_start,account_id,department_id,region_id,business_line,amount_usd,budget_driver
B000768,FY2026_Budget_v1,2026-12-01,A5000,D01,R01,Subscription,338207.81,Headcount and unit-cost plan
B000769,FY2026_Budget_v1,2026-01-01,A5050,D01,R01,Subscription,41535.84,Headcount and unit-cost plan
B000770,FY2026_Budget_v1,2026-02-01,A5050,D01,R01,Subscription,41602.53,Headcount and unit-cost plan
B000771,FY2026_Budget_v1,2026-03-01,A5050,D01,R01,Subscription,41766.33,Headcount and unit-cost plan
B000772,FY2026_Budget_v1,2026-04-01,A5050,D01,R01,Subscription,42043.73,Headcount and unit-cost plan
B000773,FY2026_Budget_v1,2026-05-01,A5050,D01,R01,Subscription,42355.87,Headcount and unit-cost plan
B000774,FY2026_Budget_v1,2026-06-01,A5050,D01,R01,Subscription,42536.43,Headcount and unit-cost plan
B000775,FY2026_Budget_v1,2026-07-01,A5050,D01,R01,Subscription,42668.45,Headcount and unit-cost plan
B000776,FY2026_Budget_v1,2026-08-01,A5050,D01,R01,Subscription,43444.19,Headcount and unit-cost plan
B000777,FY2026_Budget_v1,2026-09-01,A5050,D01,R01,Subscription,44372.24,Headcount and unit-cost plan
B000778,FY2026_Budget_v1,2026-10-01,A5050,D01,R01,Subscription,44779.71,Headcount and unit-cost plan
B000779,FY2026_Budget_v1,2026-11-01,A5050,D01,R01,Subscription,45132.39,Headcount and unit-cost plan
B000780,FY2026_Budget_v1,2026-12-01,A5050,D01,R01,Subscription,45701.75,Headcount and unit-cost plan
B000781,FY2026_Budget_v1,2026-01-01,A6110,D04,R01,Corporate,147228.22,Headcount and unit-cost plan
B000782,FY2026_Budget_v1,2026-02-01,A6110,D04,R01,Corporate,150777.91,Headcount and unit-cost plan
B000783,FY2026_Budget_v1,2026-03-01,A6110,D04,R01,Corporate,153893.13,Headcount and unit-cost plan
B000784,FY2026_Budget_v1,2026-04-01,A6110,D04,R01,Corporate,154742.62,Headcount and unit-cost plan
B000785,FY2026_Budget_v1,2026-05-01,A6110,D04,R01,Corporate,157184.35,Headcount and unit-cost plan
B000786,FY2026_Budget_v1,2026-06-01,A6110,D04,R01,Corporate,156501.75,Headcount and unit-cost plan
B000787,FY2026_Budget_v1,2026-07-01,A6110,D04,R01,Corporate,157874.78,Headcount and unit-cost plan
B000788,FY2026_Budget_v1,2026-08-01,A6110,D04,R01,Corporate,162744.78,Headcount and unit-cost plan
B000789,FY2026_Budget_v1,2026-09-01,A6110,D04,R01,Corporate,159507.87,Headcount and unit-cost plan
B000790,FY2026_Budget_v1,2026-10-01,A6110,D04,R01,Corporate,163898.16,Headcount and unit-cost plan
B000791,FY2026_Budget_v1,2026-11-01,A6110,D04,R01,Corporate,169507.77,Headcount and unit-cost plan
B000792,FY2026_Budget_v1,2026-12-01,A6110,D04,R01,Corporate,171932.21,Headcount and unit-cost plan
B000793,FY2026_Budget_v1,2026-01-01,A6130,D05,R01,Corporate,120984,Headcount and unit-cost plan
B000794,FY2026_Budget_v1,2026-02-01,A6130,D05,R01,Corporate,127279.05,Headcount and unit-cost plan
B000795,FY2026_Budget_v1,2026-03-01,A6130,D05,R01,Corporate,132423.17,Headcount and unit-cost plan
B000796,FY2026_Budget_v1,2026-04-01,A6130,D05,R01,Corporate,111223.7,Headcount and unit-cost plan
B000797,FY2026_Budget_v1,2026-05-01,A6130,D05,R01,Corporate,114040.48,Headcount and unit-cost plan
B000798,FY2026_Budget_v1,2026-06-01,A6130,D05,R01,Corporate,112443.5,Headcount and unit-cost plan
B000799,FY2026_Budget_v1,2026-07-01,A6130,D05,R01,Corporate,114158.96,Headcount and unit-cost plan
B000800,FY2026_Budget_v1,2026-08-01,A6130,D05,R01,Corporate,119313.99,Headcount and unit-cost plan
B000801,FY2026_Budget_v1,2026-09-01,A6130,D05,R01,Corporate,111524.07,Headcount and unit-cost plan
B000802,FY2026_Budget_v1,2026-10-01,A6130,D05,R01,Corporate,157767.8,Headcount and unit-cost plan
B000803,FY2026_Budget_v1,2026-11-01,A6130,D05,R01,Corporate,167974.6,Headcount and unit-cost plan
B000804,FY2026_Budget_v1,2026-12-01,A6130,D05,R01,Corporate,170687.35,Headcount and unit-cost plan
B000805,FY2026_Budget_v1,2026-01-01,A6350,D07,R01,Corporate,12569.77,Headcount and unit-cost plan
B000806,FY2026_Budget_v1,2026-02-01,A6350,D07,R01,Corporate,13223.79,Headcount and unit-cost plan
B000807,FY2026_Budget_v1,2026-03-01,A6350,D07,R01,Corporate,13758.25,Headcount and unit-cost plan
B000808,FY2026_Budget_v1,2026-04-01,A6350,D07,R01,Corporate,13816.61,Headcount and unit-cost plan
B000809,FY2026_Budget_v1,2026-05-01,A6350,D07,R01,Corporate,14166.52,Headcount and unit-cost plan
B000810,FY2026_Budget_v1,2026-06-01,A6350,D07,R01,Corporate,13968.14,Headcount and unit-cost plan
B000811,FY2026_Budget_v1,2026-07-01,A6350,D07,R01,Corporate,14181.23,Headcount and unit-cost plan
B000812,FY2026_Budget_v1,2026-08-01,A6350,D07,R01,Corporate,14821.61,Headcount and unit-cost plan
B000813,FY2026_Budget_v1,2026-09-01,A6350,D07,R01,Corporate,13853.92,Headcount and unit-cost plan
B000814,FY2026_Budget_v1,2026-10-01,A6350,D07,R01,Corporate,14540.81,Headcount and unit-cost plan
B000815,FY2026_Budget_v1,2026-11-01,A6350,D07,R01,Corporate,15481.53,Headcount and unit-cost plan
B000816,FY2026_Budget_v1,2026-12-01,A6350,D07,R01,Corporate,9832.22,Headcount and unit-cost plan
B000817,FY2026_Budget_v1,2026-01-01,A6360,D07,R01,Corporate,9598.72,Headcount and unit-cost plan
B000818,FY2026_Budget_v1,2026-02-01,A6360,D07,R01,Corporate,10098.18,Headcount and unit-cost plan
B000819,FY2026_Budget_v1,2026-03-01,A6360,D07,R01,Corporate,10506.31,Headcount and unit-cost plan
B000820,FY2026_Budget_v1,2026-04-01,A6360,D07,R01,Corporate,10550.86,Headcount and unit-cost plan
B000821,FY2026_Budget_v1,2026-05-01,A6360,D07,R01,Corporate,10818.07,Headcount and unit-cost plan
B000822,FY2026_Budget_v1,2026-06-01,A6360,D07,R01,Corporate,10666.58,Headcount and unit-cost plan
B000823,FY2026_Budget_v1,2026-07-01,A6360,D07,R01,Corporate,10829.31,Headcount and unit-cost plan
B000824,FY2026_Budget_v1,2026-08-01,A6360,D07,R01,Corporate,11318.33,Headcount and unit-cost plan
B000825,FY2026_Budget_v1,2026-09-01,A6360,D07,R01,Corporate,10579.36,Headcount and unit-cost plan
B000826,FY2026_Budget_v1,2026-10-01,A6360,D07,R01,Corporate,11103.89,Headcount and unit-cost plan
B000827,FY2026_Budget_v1,2026-11-01,A6360,D07,R01,Corporate,11822.26,Headcount and unit-cost plan
B000828,FY2026_Budget_v1,2026-12-01,A6360,D07,R01,Corporate,12013.19,Headcount and unit-cost plan
B000829,FY2026_Budget_v1,2026-01-01,A6210,D06,R01,Corporate,108399.05,Headcount and unit-cost plan
B000830,FY2026_Budget_v1,2026-02-01,A6210,D06,R01,Corporate,108420.3,Headcount and unit-cost plan
B000831,FY2026_Budget_v1,2026-03-01,A6210,D06,R01,Corporate,108472.48,Headcount and unit-cost plan
B000832,FY2026_Budget_v1,2026-04-01,A6210,D06,R01,Corporate,110184.86,Headcount and unit-cost plan
B000833,FY2026_Budget_v1,2026-05-01,A6210,D06,R01,Corporate,110284.31,Headcount and unit-cost plan
B000834,FY2026_Budget_v1,2026-06-01,A6210,D06,R01,Corporate,110341.83,Headcount and unit-cost plan
B000835,FY2026_Budget_v1,2026-07-01,A6210,D06,R01,Corporate,112007.88,Headcount and unit-cost plan
B000836,FY2026_Budget_v1,2026-08-01,A6210,D06,R01,Corporate,112255.04,Headcount and unit-cost plan
B000837,FY2026_Budget_v1,2026-09-01,A6210,D06,R01,Corporate,112550.69,Headcount and unit-cost plan
B000838,FY2026_Budget_v1,2026-10-01,A6210,D06,R01,Corporate,112680.5,Headcount and unit-cost plan
B000839,FY2026_Budget_v1,2026-11-01,A6210,D06,R01,Corporate,114416.86,Headcount and unit-cost plan
B000840,FY2026_Budget_v1,2026-12-01,A6210,D06,R01,Corporate,114598.25,Headcount and unit-cost plan
B000841,FY2026_Budget_v1,2026-01-01,A6310,D10,R01,Corporate,100055.52,Headcount and unit-cost plan
B000842,FY2026_Budget_v1,2026-02-01,A6310,D10,R01,Corporate,100861.12,Headcount and unit-cost plan
B000843,FY2026_Budget_v1,2026-03-01,A6310,D10,R01,Corporate,100055.52,Headcount and unit-cost plan
B000844,FY2026_Budget_v1,2026-04-01,A6310,D10,R01,Corporate,100055.52,Headcount and unit-cost plan
B000845,FY2026_Budget_v1,2026-05-01,A6310,D10,R01,Corporate,100055.52,Headcount and unit-cost plan
B000846,FY2026_Budget_v1,2026-06-01,A6310,D10,R01,Corporate,100055.52,Headcount and unit-cost plan
B000847,FY2026_Budget_v1,2026-07-01,A6310,D10,R01,Corporate,100861.12,Headcount and unit-cost plan
B000848,FY2026_Budget_v1,2026-08-01,A6310,D10,R01,Corporate,100861.12,Headcount and unit-cost plan
B000849,FY2026_Budget_v1,2026-09-01,A6310,D10,R01,Corporate,100055.52,Headcount and unit-cost plan
B000850,FY2026_Budget_v1,2026-10-01,A6310,D10,R01,Corporate,100055.52,Headcount and unit-cost plan
B000851,FY2026_Budget_v1,2026-11-01,A6310,D10,R01,Corporate,100861.12,Headcount and unit-cost plan
B000852,FY2026_Budget_v1,2026-12-01,A6310,D10,R01,Corporate,101666.72,Headcount and unit-cost plan
B000853,FY2026_Budget_v1,2026-01-01,A6320,D10,R01,Corporate,56523.42,Headcount and unit-cost plan
B000854,FY2026_Budget_v1,2026-02-01,A6320,D10,R01,Corporate,56978.52,Headcount and unit-cost plan
B000855,FY2026_Budget_v1,2026-03-01,A6320,D10,R01,Corporate,56523.42,Headcount and unit-cost plan
B000856,FY2026_Budget_v1,2026-04-01,A6320,D10,R01,Corporate,56523.42,Headcount and unit-cost plan
B000857,FY2026_Budget_v1,2026-05-01,A6320,D10,R01,Corporate,56523.42,Headcount and unit-cost plan
B000858,FY2026_Budget_v1,2026-06-01,A6320,D10,R01,Corporate,56523.42,Headcount and unit-cost plan
B000859,FY2026_Budget_v1,2026-07-01,A6320,D10,R01,Corporate,56978.52,Headcount and unit-cost plan
B000860,FY2026_Budget_v1,2026-08-01,A6320,D10,R01,Corporate,56978.52,Headcount and unit-cost plan
B000861,FY2026_Budget_v1,2026-09-01,A6320,D10,R01,Corporate,56523.42,Headcount and unit-cost plan
B000862,FY2026_Budget_v1,2026-10-01,A6320,D10,R01,Corporate,56523.42,Headcount and unit-cost plan
B000863,FY2026_Budget_v1,2026-11-01,A6320,D10,R01,Corporate,56978.52,Headcount and unit-cost plan
B000864,FY2026_Budget_v1,2026-12-01,A6320,D10,R01,Corporate,57433.62,Headcount and unit-cost plan
B000865,FY2026_Budget_v1,2026-01-01,A6340,D08,R01,Corporate,10030,Headcount and unit-cost plan
B000866,FY2026_Budget_v1,2026-02-01,A6340,D08,R01,Corporate,11215.23,Headcount and unit-cost plan
B000867,FY2026_Budget_v1,2026-03-01,A6340,D08,R01,Corporate,0,Headcount and unit-cost plan
B000868,FY2026_Budget_v1,2026-04-01,A6340,D08,R01,Corporate,31945.64,Headcount and unit-cost plan
B000869,FY2026_Budget_v1,2026-05-01,A6340,D08,R01,Corporate,0,Headcount and unit-cost plan
B000870,FY2026_Budget_v1,2026-06-01,A6340,D08,R01,Corporate,12923.56,Headcount and unit-cost plan
B000871,FY2026_Budget_v1,2026-07-01,A6340,D08,R01,Corporate,11198.98,Headcount and unit-cost plan
B000872,FY2026_Budget_v1,2026-08-01,A6340,D08,R01,Corporate,0,Headcount and unit-cost plan
B000873,FY2026_Budget_v1,2026-09-01,A6340,D08,R01,Corporate,0,Headcount and unit-cost plan
B000874,FY2026_Budget_v1,2026-10-01,A6340,D08,R01,Corporate,12831.78,Headcount and unit-cost plan
B000875,FY2026_Budget_v1,2026-11-01,A6340,D08,R01,Corporate,32588.25,Headcount and unit-cost plan
B000876,FY2026_Budget_v1,2026-12-01,A6340,D08,R01,Corporate,14767.07,Headcount and unit-cost plan
B000877,FY2026_Budget_v1,2026-01-01,A5000,D01,R02,Subscription,265010.11,Headcount and unit-cost plan
B000878,FY2026_Budget_v1,2026-02-01,A5000,D01,R02,Subscription,272774.97,Headcount and unit-cost plan
B000879,FY2026_Budget_v1,2026-03-01,A5000,D01,R02,Subscription,269602.33,Headcount and unit-cost plan
B000880,FY2026_Budget_v1,2026-04-01,A5000,D01,R02,Subscription,272644.42,Headcount and unit-cost plan
B000881,FY2026_Budget_v1,2026-05-01,A5000,D01,R02,Subscription,283764.77,Headcount and unit-cost plan
B000882,FY2026_Budget_v1,2026-06-01,A5000,D01,R02,Subscription,295678.71,Headcount and unit-cost plan
B000883,FY2026_Budget_v1,2026-07-01,A5000,D01,R02,Subscription,297030.45,Headcount and unit-cost plan
B000884,FY2026_Budget_v1,2026-08-01,A5000,D01,R02,Subscription,306727.09,Headcount and unit-cost plan
B000885,FY2026_Budget_v1,2026-09-01,A5000,D01,R02,Subscription,304164.94,Headcount and unit-cost plan
B000886,FY2026_Budget_v1,2026-10-01,A5000,D01,R02,Subscription,318135.3,Headcount and unit-cost plan
B000887,FY2026_Budget_v1,2026-11-01,A5000,D01,R02,Subscription,316901.51,Headcount and unit-cost plan
B000888,FY2026_Budget_v1,2026-12-01,A5000,D01,R02,Subscription,318777.39,Headcount and unit-cost plan
B000889,FY2026_Budget_v1,2026-01-01,A5050,D01,R02,Subscription,35833.11,Headcount and unit-cost plan
B000890,FY2026_Budget_v1,2026-02-01,A5050,D01,R02,Subscription,36173.18,Headcount and unit-cost plan
B000891,FY2026_Budget_v1,2026-03-01,A5050,D01,R02,Subscription,36381.02,Headcount and unit-cost plan
B000892,FY2026_Budget_v1,2026-04-01,A5050,D01,R02,Subscription,37121.36,Headcount and unit-cost plan
B000893,FY2026_Budget_v1,2026-05-01,A5050,D01,R02,Subscription,38638.33,Headcount and unit-cost plan
B000894,FY2026_Budget_v1,2026-06-01,A5050,D01,R02,Subscription,40143.06,Headcount and unit-cost plan
B000895,FY2026_Budget_v1,2026-07-01,A5050,D01,R02,Subscription,40781.04,Headcount and unit-cost plan
B000896,FY2026_Budget_v1,2026-08-01,A5050,D01,R02,Subscription,40982.38,Headcount and unit-cost plan
B000897,FY2026_Budget_v1,2026-09-01,A5050,D01,R02,Subscription,41547.42,Headcount and unit-cost plan
B000898,FY2026_Budget_v1,2026-10-01,A5050,D01,R02,Subscription,42072.15,Headcount and unit-cost plan
B000899,FY2026_Budget_v1,2026-11-01,A5050,D01,R02,Subscription,42311.43,Headcount and unit-cost plan
B000900,FY2026_Budget_v1,2026-12-01,A5050,D01,R02,Subscription,42537.29,Headcount and unit-cost plan
B000901,FY2026_Budget_v1,2026-01-01,A6110,D04,R02,Corporate,132755.62,Headcount and unit-cost plan
B000902,FY2026_Budget_v1,2026-02-01,A6110,D04,R02,Corporate,133597.59,Headcount and unit-cost plan
B000903,FY2026_Budget_v1,2026-03-01,A6110,D04,R02,Corporate,130118.25,Headcount and unit-cost plan
B000904,FY2026_Budget_v1,2026-04-01,A6110,D04,R02,Corporate,134072.8,Headcount and unit-cost plan
B000905,FY2026_Budget_v1,2026-05-01,A6110,D04,R02,Corporate,134589.65,Headcount and unit-cost plan
B000906,FY2026_Budget_v1,2026-06-01,A6110,D04,R02,Corporate,143365.24,Headcount and unit-cost plan
B000907,FY2026_Budget_v1,2026-07-01,A6110,D04,R02,Corporate,144601.06,Headcount and unit-cost plan
B000908,FY2026_Budget_v1,2026-08-01,A6110,D04,R02,Corporate,150124.17,Headcount and unit-cost plan
B000909,FY2026_Budget_v1,2026-09-01,A6110,D04,R02,Corporate,152072.06,Headcount and unit-cost plan
B000910,FY2026_Budget_v1,2026-10-01,A6110,D04,R02,Corporate,153705.72,Headcount and unit-cost plan
B000911,FY2026_Budget_v1,2026-11-01,A6110,D04,R02,Corporate,152975.21,Headcount and unit-cost plan
B000912,FY2026_Budget_v1,2026-12-01,A6110,D04,R02,Corporate,147857.92,Headcount and unit-cost plan
B000913,FY2026_Budget_v1,2026-01-01,A6130,D05,R02,Corporate,114944.84,Headcount and unit-cost plan
B000914,FY2026_Budget_v1,2026-02-01,A6130,D05,R02,Corporate,115266.22,Headcount and unit-cost plan
B000915,FY2026_Budget_v1,2026-03-01,A6130,D05,R02,Corporate,108108.52,Headcount and unit-cost plan
B000916,FY2026_Budget_v1,2026-04-01,A6130,D05,R02,Corporate,94270.32,Headcount and unit-cost plan
B000917,FY2026_Budget_v1,2026-05-01,A6130,D05,R02,Corporate,90481.17,Headcount and unit-cost plan
B000918,FY2026_Budget_v1,2026-06-01,A6130,D05,R02,Corporate,99447.41,Headcount and unit-cost plan
B000919,FY2026_Budget_v1,2026-07-01,A6130,D05,R02,Corporate,99422.22,Headcount and unit-cost plan
B000920,FY2026_Budget_v1,2026-08-01,A6130,D05,R02,Corporate,107319.27,Headcount and unit-cost plan
B000921,FY2026_Budget_v1,2026-09-01,A6130,D05,R02,Corporate,108611.11,Headcount and unit-cost plan
B000922,FY2026_Budget_v1,2026-10-01,A6130,D05,R02,Corporate,147642.15,Headcount and unit-cost plan
B000923,FY2026_Budget_v1,2026-11-01,A6130,D05,R02,Corporate,145151.07,Headcount and unit-cost plan
B000924,FY2026_Budget_v1,2026-12-01,A6130,D05,R02,Corporate,133609.18,Headcount and unit-cost plan
B000925,FY2026_Budget_v1,2026-01-01,A6350,D07,R02,Corporate,11942.33,Headcount and unit-cost plan
B000926,FY2026_Budget_v1,2026-02-01,A6350,D07,R02,Corporate,11975.71,Headcount and unit-cost plan
B000927,FY2026_Budget_v1,2026-03-01,A6350,D07,R02,Corporate,11232.06,Headcount and unit-cost plan
B000928,FY2026_Budget_v1,2026-04-01,A6350,D07,R02,Corporate,11710.6,Headcount and unit-cost plan
B000929,FY2026_Budget_v1,2026-05-01,A6350,D07,R02,Corporate,11239.9,Headcount and unit-cost plan
B000930,FY2026_Budget_v1,2026-06-01,A6350,D07,R02,Corporate,12353.72,Headcount and unit-cost plan
B000931,FY2026_Budget_v1,2026-07-01,A6350,D07,R02,Corporate,12350.59,Headcount and unit-cost plan
B000932,FY2026_Budget_v1,2026-08-01,A6350,D07,R02,Corporate,13331.58,Headcount and unit-cost plan
B000933,FY2026_Budget_v1,2026-09-01,A6350,D07,R02,Corporate,13492.06,Headcount and unit-cost plan
B000934,FY2026_Budget_v1,2026-10-01,A6350,D07,R02,Corporate,13607.57,Headcount and unit-cost plan
B000935,FY2026_Budget_v1,2026-11-01,A6350,D07,R02,Corporate,13377.98,Headcount and unit-cost plan
B000936,FY2026_Budget_v1,2026-12-01,A6350,D07,R02,Corporate,7696.38,Headcount and unit-cost plan
B000937,FY2026_Budget_v1,2026-01-01,A6360,D07,R02,Corporate,9119.59,Headcount and unit-cost plan
B000938,FY2026_Budget_v1,2026-02-01,A6360,D07,R02,Corporate,9145.09,Headcount and unit-cost plan
B000939,FY2026_Budget_v1,2026-03-01,A6360,D07,R02,Corporate,8577.21,Headcount and unit-cost plan
B000940,FY2026_Budget_v1,2026-04-01,A6360,D07,R02,Corporate,8942.64,Headcount and unit-cost plan
B000941,FY2026_Budget_v1,2026-05-01,A6360,D07,R02,Corporate,8583.2,Headcount and unit-cost plan
B000942,FY2026_Budget_v1,2026-06-01,A6360,D07,R02,Corporate,9433.75,Headcount and unit-cost plan
B000943,FY2026_Budget_v1,2026-07-01,A6360,D07,R02,Corporate,9431.35,Headcount and unit-cost plan
B000944,FY2026_Budget_v1,2026-08-01,A6360,D07,R02,Corporate,10180.49,Headcount and unit-cost plan
B000945,FY2026_Budget_v1,2026-09-01,A6360,D07,R02,Corporate,10303.03,Headcount and unit-cost plan
B000946,FY2026_Budget_v1,2026-10-01,A6360,D07,R02,Corporate,10391.24,Headcount and unit-cost plan
B000947,FY2026_Budget_v1,2026-11-01,A6360,D07,R02,Corporate,10215.91,Headcount and unit-cost plan
B000948,FY2026_Budget_v1,2026-12-01,A6360,D07,R02,Corporate,9403.58,Headcount and unit-cost plan
B000949,FY2026_Budget_v1,2026-01-01,A6210,D06,R02,Corporate,79948.66,Headcount and unit-cost plan
B000950,FY2026_Budget_v1,2026-02-01,A6210,D06,R02,Corporate,80057,Headcount and unit-cost plan
B000951,FY2026_Budget_v1,2026-03-01,A6210,D06,R02,Corporate,83371.21,Headcount and unit-cost plan
B000952,FY2026_Budget_v1,2026-04-01,A6210,D06,R02,Corporate,85231.07,Headcount and unit-cost plan
B000953,FY2026_Budget_v1,2026-05-01,A6210,D06,R02,Corporate,85714.35,Headcount and unit-cost plan
B000954,FY2026_Budget_v1,2026-06-01,A6210,D06,R02,Corporate,84569.74,Headcount and unit-cost plan
B000955,FY2026_Budget_v1,2026-07-01,A6210,D06,R02,Corporate,83148.99,Headcount and unit-cost plan
B000956,FY2026_Budget_v1,2026-08-01,A6210,D06,R02,Corporate,84837.13,Headcount and unit-cost plan
B000957,FY2026_Budget_v1,2026-09-01,A6210,D06,R02,Corporate,85017.15,Headcount and unit-cost plan
B000958,FY2026_Budget_v1,2026-10-01,A6210,D06,R02,Corporate,85184.32,Headcount and unit-cost plan
B000959,FY2026_Budget_v1,2026-11-01,A6210,D06,R02,Corporate,86884.55,Headcount and unit-cost plan
B000960,FY2026_Budget_v1,2026-12-01,A6210,D06,R02,Corporate,85332.51,Headcount and unit-cost plan
B000961,FY2026_Budget_v1,2026-01-01,A6310,D10,R02,Corporate,84554.08,Headcount and unit-cost plan
B000962,FY2026_Budget_v1,2026-02-01,A6310,D10,R02,Corporate,84554.08,Headcount and unit-cost plan
B000963,FY2026_Budget_v1,2026-03-01,A6310,D10,R02,Corporate,86430.28,Headcount and unit-cost plan
B000964,FY2026_Budget_v1,2026-04-01,A6310,D10,R02,Corporate,86430.28,Headcount and unit-cost plan
B000965,FY2026_Budget_v1,2026-05-01,A6310,D10,R02,Corporate,87055.68,Headcount and unit-cost plan
B000966,FY2026_Budget_v1,2026-06-01,A6310,D10,R02,Corporate,86430.28,Headcount and unit-cost plan
B000967,FY2026_Budget_v1,2026-07-01,A6310,D10,R02,Corporate,85179.48,Headcount and unit-cost plan
B000968,FY2026_Budget_v1,2026-08-01,A6310,D10,R02,Corporate,87055.68,Headcount and unit-cost plan
B000969,FY2026_Budget_v1,2026-09-01,A6310,D10,R02,Corporate,86430.28,Headcount and unit-cost plan
B000970,FY2026_Budget_v1,2026-10-01,A6310,D10,R02,Corporate,85804.88,Headcount and unit-cost plan
B000971,FY2026_Budget_v1,2026-11-01,A6310,D10,R02,Corporate,85179.48,Headcount and unit-cost plan
B000972,FY2026_Budget_v1,2026-12-01,A6310,D10,R02,Corporate,84554.08,Headcount and unit-cost plan
B000973,FY2026_Budget_v1,2026-01-01,A6320,D10,R02,Corporate,61529.52,Headcount and unit-cost plan
B000974,FY2026_Budget_v1,2026-02-01,A6320,D10,R02,Corporate,61529.52,Headcount and unit-cost plan
B000975,FY2026_Budget_v1,2026-03-01,A6320,D10,R02,Corporate,62894.82,Headcount and unit-cost plan
B000976,FY2026_Budget_v1,2026-04-01,A6320,D10,R02,Corporate,62894.82,Headcount and unit-cost plan
B000977,FY2026_Budget_v1,2026-05-01,A6320,D10,R02,Corporate,63349.92,Headcount and unit-cost plan
B000978,FY2026_Budget_v1,2026-06-01,A6320,D10,R02,Corporate,62894.82,Headcount and unit-cost plan
B000979,FY2026_Budget_v1,2026-07-01,A6320,D10,R02,Corporate,61984.62,Headcount and unit-cost plan
B000980,FY2026_Budget_v1,2026-08-01,A6320,D10,R02,Corporate,63349.92,Headcount and unit-cost plan
B000981,FY2026_Budget_v1,2026-09-01,A6320,D10,R02,Corporate,62894.82,Headcount and unit-cost plan
B000982,FY2026_Budget_v1,2026-10-01,A6320,D10,R02,Corporate,62439.72,Headcount and unit-cost plan
B000983,FY2026_Budget_v1,2026-11-01,A6320,D10,R02,Corporate,61984.62,Headcount and unit-cost plan
B000984,FY2026_Budget_v1,2026-12-01,A6320,D10,R02,Corporate,61529.52,Headcount and unit-cost plan
B000985,FY2026_Budget_v1,2026-01-01,A5000,D01,R03,Subscription,264312.84,Headcount and unit-cost plan
B000986,FY2026_Budget_v1,2026-02-01,A5000,D01,R03,Subscription,276850.58,Headcount and unit-cost plan
B000987,FY2026_Budget_v1,2026-03-01,A5000,D01,R03,Subscription,282062.27,Headcount and unit-cost plan
B000988,FY2026_Budget_v1,2026-04-01,A5000,D01,R03,Subscription,280218.12,Headcount and unit-cost plan
B000989,FY2026_Budget_v1,2026-05-01,A5000,D01,R03,Subscription,294340.63,Headcount and unit-cost plan
B000990,FY2026_Budget_v1,2026-06-01,A5000,D01,R03,Subscription,296169.82,Headcount and unit-cost plan
B000991,FY2026_Budget_v1,2026-07-01,A5000,D01,R03,Subscription,299432.96,Headcount and unit-cost plan
B000992,FY2026_Budget_v1,2026-08-01,A5000,D01,R03,Subscription,299884.13,Headcount and unit-cost plan
B000993,FY2026_Budget_v1,2026-09-01,A5000,D01,R03,Subscription,309903.55,Headcount and unit-cost plan
B000994,FY2026_Budget_v1,2026-10-01,A5000,D01,R03,Subscription,309547.09,Headcount and unit-cost plan
B000995,FY2026_Budget_v1,2026-11-01,A5000,D01,R03,Subscription,300640.33,Headcount and unit-cost plan
B000996,FY2026_Budget_v1,2026-12-01,A5000,D01,R03,Subscription,306363.27,Headcount and unit-cost plan
B000997,FY2026_Budget_v1,2026-01-01,A5050,D01,R03,Subscription,36277.59,Headcount and unit-cost plan
B000998,FY2026_Budget_v1,2026-02-01,A5050,D01,R03,Subscription,36782.11,Headcount and unit-cost plan
B000999,FY2026_Budget_v1,2026-03-01,A5050,D01,R03,Subscription,37225.9,Headcount and unit-cost plan
B001000,FY2026_Budget_v1,2026-04-01,A5050,D01,R03,Subscription,37621.88,Headcount and unit-cost plan
B001001,FY2026_Budget_v1,2026-05-01,A5050,D01,R03,Subscription,38309.68,Headcount and unit-cost plan
B001002,FY2026_Budget_v1,2026-06-01,A5050,D01,R03,Subscription,39567.07,Headcount and unit-cost plan
B001003,FY2026_Budget_v1,2026-07-01,A5050,D01,R03,Subscription,40504.56,Headcount and unit-cost plan
B001004,FY2026_Budget_v1,2026-08-01,A5050,D01,R03,Subscription,41051.68,Headcount and unit-cost plan
B001005,FY2026_Budget_v1,2026-09-01,A5050,D01,R03,Subscription,41490.4,Headcount and unit-cost plan
B001006,FY2026_Budget_v1,2026-10-01,A5050,D01,R03,Subscription,41683.1,Headcount and unit-cost plan
B001007,FY2026_Budget_v1,2026-11-01,A5050,D01,R03,Subscription,41335.75,Headcount and unit-cost plan
B001008,FY2026_Budget_v1,2026-12-01,A5050,D01,R03,Subscription,41623.72,Headcount and unit-cost plan
B001009,FY2026_Budget_v1,2026-01-01,A6110,D04,R03,Corporate,138356.12,Headcount and unit-cost plan
B001010,FY2026_Budget_v1,2026-02-01,A6110,D04,R03,Corporate,142104.25,Headcount and unit-cost plan
B001011,FY2026_Budget_v1,2026-03-01,A6110,D04,R03,Corporate,146766.57,Headcount and unit-cost plan
B001012,FY2026_Budget_v1,2026-04-01,A6110,D04,R03,Corporate,143496.71,Headcount and unit-cost plan
B001013,FY2026_Budget_v1,2026-05-01,A6110,D04,R03,Corporate,143863.88,Headcount and unit-cost plan
B001014,FY2026_Budget_v1,2026-06-01,A6110,D04,R03,Corporate,147846.77,Headcount and unit-cost plan
B001015,FY2026_Budget_v1,2026-07-01,A6110,D04,R03,Corporate,149290.79,Headcount and unit-cost plan
B001016,FY2026_Budget_v1,2026-08-01,A6110,D04,R03,Corporate,150880.17,Headcount and unit-cost plan
