month_start,department_name,function_group,region_name,fte,personnel_cost_usd,services_utilization_pct
2025-07-01,"Cloud Operations","Cost of Revenue","US East",1.0,17960.77,
2025-07-01,"Customer Support","Cost of Revenue","US East",12.0,137713.33,
2025-07-01,"Professional Services","Cost of Revenue","US East",21.0,317262.73,0.7376
2025-07-01,Sales,"Sales & Marketing","US East",29.6,566989.28,
2025-07-01,Marketing,"Sales & Marketing","US East",2.0,28570.99,
2025-07-01,"Product & Engineering","Research & Development","US East",15.6,316572.02,
2025-07-01,Finance,"General & Administrative","US East",4.0,85433.69,
2025-07-01,People,"General & Administrative","US East",5.0,70386.26,
2025-07-01,"Legal & Compliance","General & Administrative","US East",2.0,89028.16,
2025-07-01,"Information Technology","General & Administrative","US East",4.0,58293.55,
2025-07-01,Executive,"General & Administrative","US East",1.0,25433.45,
2025-08-01,"Cloud Operations","Cost of Revenue","US East",1.0,17960.77,
2025-08-01,"Customer Support","Cost of Revenue","US East",12.0,137713.33,
2025-08-01,"Professional Services","Cost of Revenue","US East",21.0,317262.73,0.7556
2025-08-01,Sales,"Sales & Marketing","US East",30.6,583229.64,
2025-08-01,Marketing,"Sales & Marketing","US East",2.0,28570.99,
2025-08-01,"Product & Engineering","Research & Development","US East",16.6,334359.4,
2025-08-01,Finance,"General & Administrative","US East",4.0,85433.69,
2025-08-01,People,"General & Administrative","US East",5.0,70386.26,
2025-08-01,"Legal & Compliance","General & Administrative","US East",2.0,89028.16,
2025-08-01,"Information Technology","General & Administrative","US East",4.0,58293.55,
2025-08-01,Executive,"General & Administrative","US East",1.0,25433.45,
2025-09-01,"Cloud Operations","Cost of Revenue","US East",1.0,17960.77,
2025-09-01,"Customer Support","Cost of Revenue","US East",12.0,137713.33,
2025-09-01,"Professional Services","Cost of Revenue","US East",21.0,317262.73,0.7505
2025-09-01,Sales,"Sales & Marketing","US East",30.6,583229.64,
2025-09-01,Marketing,"Sales & Marketing","US East",2.0,28570.99,
2025-09-01,"Product & Engineering","Research & Development","US East",16.6,334359.4,
2025-09-01,Finance,"General & Administrative","US East",4.0,85433.69,
2025-09-01,People,"General & Administrative","US East",5.0,70386.26,
2025-09-01,"Legal & Compliance","General & Administrative","US East",3.0,113008.25,
2025-09-01,"Information Technology","General & Administrative","US East",4.0,58293.55,
2025-09-01,Executive,"General & Administrative","US East",1.0,25433.45,
2025-10-01,"Cloud Operations","Cost of Revenue","US East",1.0,17960.77,
2025-10-01,"Customer Support","Cost of Revenue","US East",12.0,137713.33,
2025-10-01,"Professional Services","Cost of Revenue","US East",22.0,329403.96,0.7395
2025-10-01,Sales,"Sales & Marketing","US East",30.6,583229.64,
2025-10-01,Marketing,"Sales & Marketing","US East",3.0,44704.15,
2025-10-01,"Product & Engineering","Research & Development","US East",15.6,316707.91,
2025-10-01,Finance,"General & Administrative","US East",4.0,85433.69,
2025-10-01,People,"General & Administrative","US East",5.0,70386.26,
2025-10-01,"Legal & Compliance","General & Administrative","US East",3.0,113008.25,
2025-10-01,"Information Technology","General & Administrative","US East",4.0,58293.55,
2025-10-01,Executive,"General & Administrative","US East",1.0,25433.45,
2025-11-01,"Cloud Operations","Cost of Revenue","US East",1.0,17960.77,
2025-11-01,"Customer Support","Cost of Revenue","US East",12.0,137713.33,
2025-11-01,"Professional Services","Cost of Revenue","US East",21.0,314599.39,0.7683
2025-11-01,Sales,"Sales & Marketing","US East",30.6,583229.64,
2025-11-01,Marketing,"Sales & Marketing","US East",3.0,44704.15,
2025-11-01,"Product & Engineering","Research & Development","US East",15.6,316707.91,
2025-11-01,Finance,"General & Administrative","US East",4.0,85433.69,
2025-11-01,People,"General & Administrative","US East",5.0,70386.26,
2025-11-01,"Legal & Compliance","General & Administrative","US East",3.0,113008.25,
2025-11-01,"Information Technology","General & Administrative","US East",4.0,58293.55,
2025-11-01,Executive,"General & Administrative","US East",1.0,25433.45,
2025-12-01,"Cloud Operations","Cost of Revenue","US East",1.0,17960.77,
2025-12-01,"Customer Support","Cost of Revenue","US East",13.0,153907.89,
2025-12-01,"Professional Services","Cost of Revenue","US East",21.0,314599.39,0.6985
2025-12-01,Sales,"Sales & Marketing","US East",31.6,597754.19,
2025-12-01,Marketing,"Sales & Marketing","US East",3.0,44704.15,
2025-12-01,"Product & Engineering","Research & Development","US East",15.6,316707.91,
2025-12-01,Finance,"General & Administrative","US East",4.0,85433.69,
2025-12-01,People,"General & Administrative","US East",5.0,70386.26,
2025-12-01,"Legal & Compliance","General & Administrative","US East",3.0,113008.25,
2025-12-01,"Information Technology","General & Administrative","US East",4.0,58293.55,
2025-12-01,Executive,"General & Administrative","US East",1.0,25433.45,
2026-01-01,"Cloud Operations","Cost of Revenue","US East",1.0,18589.4,
2026-01-01,"Customer Support","Cost of Revenue","US East",14.0,167462.51,
2026-01-01,"Professional Services","Cost of Revenue","US East",21.0,325610.38,0.6658
2026-01-01,Sales,"Sales & Marketing","US East",31.6,618675.62,
2026-01-01,Marketing,"Sales & Marketing","US East",4.0,59239.93,
2026-01-01,"Product & Engineering","Research & Development","US East",16.6,372066.91,
2026-01-01,Finance,"General & Administrative","US East",4.0,88423.86,
2026-01-01,People,"General & Administrative","US East",5.0,72849.78,
2026-01-01,"Legal & Compliance","General & Administrative","US East",3.0,116963.53,
2026-01-01,"Information Technology","General & Administrative","US East",4.0,60333.81,
2026-01-01,Executive,"General & Administrative","US East",1.0,26323.62,
2026-02-01,"Cloud Operations","Cost of Revenue","US East",1.0,18589.4,
2026-02-01,"Customer Support","Cost of Revenue","US East",14.0,167462.51,
2026-02-01,"Professional Services","Cost of Revenue","US East",22.0,339915.9,0.6805
2026-02-01,Sales,"Sales & Marketing","US East",31.6,618675.62,
2026-02-01,Marketing,"Sales & Marketing","US East",4.0,59239.93,
2026-02-01,"Product & Engineering","Research & Development","US East",18.6,408165.41,
2026-02-01,Finance,"General & Administrative","US East",4.0,88423.86,
2026-02-01,People,"General & Administrative","US East",6.0,84225.8,
2026-02-01,"Legal & Compliance","General & Administrative","US East",3.0,116963.53,
2026-02-01,"Information Technology","General & Administrative","US East",4.0,60333.81,
2026-02-01,Executive,"General & Administrative","US East",1.0,26323.62,
2026-03-01,"Cloud Operations","Cost of Revenue","US East",1.0,18589.4,
2026-03-01,"Customer Support","Cost of Revenue","US East",13.0,154900.33,
2026-03-01,"Professional Services","Cost of Revenue","US East",22.0,339915.9,0.7388
2026-03-01,Sales,"Sales & Marketing","US East",31.6,618675.62,
2026-03-01,Marketing,"Sales & Marketing","US East",4.0,59239.93,
2026-03-01,"Product & Engineering","Research & Development","US East",18.6,408165.41,
2026-03-01,Finance,"General & Administrative","US East",4.0,88423.86,
2026-03-01,People,"General & Administrative","US East",6.0,84225.8,
2026-03-01,"Legal & Compliance","General & Administrative","US East",3.0,116963.53,
2026-03-01,"Information Technology","General & Administrative","US East",4.0,60333.81,
2026-03-01,Executive,"General & Administrative","US East",1.0,26323.62,
2026-04-01,"Cloud Operations","Cost of Revenue","US East",1.0,18589.4,
2026-04-01,"Customer Support","Cost of Revenue","US East",14.0,170783.44,
2026-04-01,"Professional Services","Cost of Revenue","US East",22.0,339915.9,0.758
2026-04-01,Sales,"Sales & Marketing","US East",31.6,618675.62,
2026-04-01,Marketing,"Sales & Marketing","US East",4.0,59239.93,
2026-04-01,"Product & Engineering","Research & Development","US East",18.6,408165.41,
2026-04-01,Finance,"General & Administrative","US East",4.0,88423.86,
2026-04-01,People,"General & Administrative","US East",6.0,84225.8,
2026-04-01,"Legal & Compliance","General & Administrative","US East",3.0,116963.53,
2026-04-01,"Information Technology","General & Administrative","US East",4.0,60333.81,
2026-04-01,Executive,"General & Administrative","US East",1.0,26323.62,
2026-05-01,"Cloud Operations","Cost of Revenue","US East",1.0,18589.4,
2026-05-01,"Customer Support","Cost of Revenue","US East",15.0,181784.6,
2026-05-01,"Professional Services","Cost of Revenue","US East",22.0,339915.9,0.7877
2026-05-01,Sales,"Sales & Marketing","US East",32.6,622319.82,
2026-05-01,Marketing,"Sales & Marketing","US East",4.0,59239.93,
2026-05-01,"Product & Engineering","Research & Development","US East",18.6,408165.41,
2026-05-01,Finance,"General & Administrative","US East",5.0,101565.88,
2026-05-01,People,"General & Administrative","US East",6.0,84225.8,
2026-05-01,"Legal & Compliance","General & Administrative","US East",3.0,116963.53,
2026-05-01,"Information Technology","General & Administrative","US East",4.0,60333.81,
2026-05-01,Executive,"General & Administrative","US East",1.0,26323.62,
2026-06-01,"Cloud Operations","Cost of Revenue","US East",1.0,18589.4,
2026-06-01,"Customer Support","Cost of Revenue","US East",15.0,181784.6,
2026-06-01,"Professional Services","Cost of Revenue","US East",22.0,339915.9,0.761
2026-06-01,Sales,"Sales & Marketing","US East",32.6,622319.82,
2026-06-01,Marketing,"Sales & Marketing","US East",4.0,59239.93,
2026-06-01,"Product & Engineering","Research & Development","US East",18.6,408165.41,
2026-06-01,Finance,"General & Administrative","US East",5.0,101565.88,
2026-06-01,People,"General & Administrative","US East",6.0,84225.8,
2026-06-01,"Legal & Compliance","General & Administrative","US East",3.0,116963.53,
2026-06-01,"Information Technology","General & Administrative","US East",4.0,60333.81,
2026-06-01,Executive,"General & Administrative","US East",1.0,26323.62,
2023-01-01,"Cloud Operations","Cost of Revenue",Canada,4.0,60613.27,
2023-01-01,"Customer Support","Cost of Revenue",Canada,5.0,34178.31,
2023-01-01,"Professional Services","Cost of Revenue",Canada,4.0,44561.41,0.7212
2023-01-01,Sales,"Sales & Marketing",Canada,5.0,47523.25,
2023-01-01,Marketing,"Sales & Marketing",Canada,4.0,36102.19,
2023-01-01,"Product & Engineering","Research & Development",Canada,13.0,192877.58,
2023-01-01,Finance,"General & Administrative",Canada,1.0,9293.75,
2023-01-01,People,"General & Administrative",Canada,1.0,21572.63,
2023-01-01,"Information Technology","General & Administrative",Canada,3.0,35936.18,
2023-02-01,"Cloud Operations","Cost of Revenue",Canada,4.0,60613.27,
2023-02-01,"Customer Support","Cost of Revenue",Canada,5.0,34178.31,
2023-02-01,"Professional Services","Cost of Revenue",Canada,4.0,44561.41,0.7249
2023-02-01,Sales,"Sales & Marketing",Canada,5.0,47523.25,
2023-02-01,Marketing,"Sales & Marketing",Canada,4.0,36102.19,
2023-02-01,"Product & Engineering","Research & Development",Canada,13.0,192877.58,
2023-02-01,Finance,"General & Administrative",Canada,1.0,9293.75,
2023-02-01,People,"General & Administrative",Canada,1.0,21572.63,
2023-02-01,"Information Technology","General & Administrative",Canada,3.0,35936.18,
2023-03-01,"Cloud Operations","Cost of Revenue",Canada,4.0,60613.27,
2023-03-01,"Customer Support","Cost of Revenue",Canada,5.0,34178.31,
2023-03-01,"Professional Services","Cost of Revenue",Canada,4.0,44561.41,0.7472
2023-03-01,Sales,"Sales & Marketing",Canada,5.0,47523.25,
2023-03-01,Marketing,"Sales & Marketing",Canada,4.0,36102.19,
2023-03-01,"Product & Engineering","Research & Development",Canada,12.0,177651.95,
2023-03-01,Finance,"General & Administrative",Canada,1.0,9293.75,
2023-03-01,People,"General & Administrative",Canada,1.0,21572.63,
2023-03-01,"Information Technology","General & Administrative",Canada,3.0,35936.18,
2023-04-01,"Cloud Operations","Cost of Revenue",Canada,4.0,60613.27,
2023-04-01,"Customer Support","Cost of Revenue",Canada,5.0,34178.31,
2023-04-01,"Professional Services","Cost of Revenue",Canada,5.0,56328.64,0.7832
2023-04-01,Sales,"Sales & Marketing",Canada,5.0,47523.25,
2023-04-01,Marketing,"Sales & Marketing",Canada,4.0,36102.19,
2023-04-01,"Product & Engineering","Research & Development",Canada,12.0,177651.95,
2023-04-01,Finance,"General & Administrative",Canada,1.0,9293.75,
2023-04-01,People,"General & Administrative",Canada,1.0,21572.63,
2023-04-01,"Legal & Compliance","General & Administrative",Canada,1.0,16699.33,
2023-04-01,"Information Technology","General & Administrative",Canada,3.0,35936.18,
2023-05-01,"Cloud Operations","Cost of Revenue",Canada,4.0,60613.27,
2023-05-01,"Customer Support","Cost of Revenue",Canada,5.0,34178.31,
2023-05-01,"Professional Services","Cost of Revenue",Canada,5.0,56328.64,0.7436
2023-05-01,Sales,"Sales & Marketing",Canada,5.0,47523.25,
2023-05-01,Marketing,"Sales & Marketing",Canada,4.0,36102.19,
2023-05-01,"Product & Engineering","Research & Development",Canada,12.0,177651.95,
2023-05-01,Finance,"General & Administrative",Canada,1.0,9293.75,
2023-05-01,People,"General & Administrative",Canada,1.0,21572.63,
2023-05-01,"Legal & Compliance","General & Administrative",Canada,1.0,16699.33,
2023-05-01,"Information Technology","General & Administrative",Canada,3.0,35936.18,
2023-06-01,"Cloud Operations","Cost of Revenue",Canada,4.0,60613.27,
2023-06-01,"Customer Support","Cost of Revenue",Canada,5.0,34178.31,
2023-06-01,"Professional Services","Cost of Revenue",Canada,5.0,56328.64,0.7324
2023-06-01,Sales,"Sales & Marketing",Canada,5.0,47523.25,
2023-06-01,Marketing,"Sales & Marketing",Canada,4.0,36102.19,
2023-06-01,"Product & Engineering","Research & Development",Canada,11.0,165039.75,
2023-06-01,Finance,"General & Administrative",Canada,1.0,9293.75,
2023-06-01,People,"General & Administrative",Canada,1.0,21572.63,
2023-06-01,"Legal & Compliance","General & Administrative",Canada,1.0,16699.33,
2023-06-01,"Information Technology","General & Administrative",Canada,3.0,35936.18,
2023-07-01,"Cloud Operations","Cost of Revenue",Canada,4.0,60613.27,
2023-07-01,"Customer Support","Cost of Revenue",Canada,5.0,34178.31,
2023-07-01,"Professional Services","Cost of Revenue",Canada,6.0,65676.27,0.7906
2023-07-01,Sales,"Sales & Marketing",Canada,5.0,47523.25,
2023-07-01,Marketing,"Sales & Marketing",Canada,4.0,36102.19,
2023-07-01,"Product & Engineering","Research & Development",Canada,10.0,148318.18,
2023-07-01,Finance,"General & Administrative",Canada,1.0,9293.75,
2023-07-01,People,"General & Administrative",Canada,1.0,21572.63,
2023-07-01,"Legal & Compliance","General & Administrative",Canada,1.0,16699.33,
2023-07-01,"Information Technology","General & Administrative",Canada,3.0,35936.18,
2023-08-01,"Cloud Operations","Cost of Revenue",Canada,4.0,60613.27,
2023-08-01,"Customer Support","Cost of Revenue",Canada,5.0,34178.31,
2023-08-01,"Professional Services","Cost of Revenue",Canada,6.0,65676.27,0.7436
2023-08-01,Sales,"Sales & Marketing",Canada,5.0,47523.25,
2023-08-01,Marketing,"Sales & Marketing",Canada,4.0,36102.19,
2023-08-01,"Product & Engineering","Research & Development",Canada,10.0,148318.18,
2023-08-01,Finance,"General & Administrative",Canada,2.0,20044.84,
2023-08-01,People,"General & Administrative",Canada,1.0,21572.63,
2023-08-01,"Legal & Compliance","General & Administrative",Canada,1.0,16699.33,
2023-08-01,"Information Technology","General & Administrative",Canada,3.0,35936.18,
2023-09-01,"Cloud Operations","Cost of Revenue",Canada,4.0,60613.27,
2023-09-01,"Customer Support","Cost of Revenue",Canada,5.0,34178.31,
2023-09-01,"Professional Services","Cost of Revenue",Canada,6.0,65676.27,0.7304
2023-09-01,Sales,"Sales & Marketing",Canada,5.0,47523.25,
2023-09-01,Marketing,"Sales & Marketing",Canada,4.0,36102.19,
2023-09-01,"Product & Engineering","Research & Development",Canada,10.0,148318.18,
2023-09-01,Finance,"General & Administrative",Canada,2.0,20044.84,
2023-09-01,People,"General & Administrative",Canada,1.0,21572.63,
2023-09-01,"Legal & Compliance","General & Administrative",Canada,1.0,16699.33,
2023-09-01,"Information Technology","General & Administrative",Canada,3.0,35936.18,
2023-10-01,"Cloud Operations","Cost of Revenue",Canada,4.0,60613.27,
2023-10-01,"Customer Support","Cost of Revenue",Canada,5.0,34178.31,
2023-10-01,"Professional Services","Cost of Revenue",Canada,6.0,65676.27,0.7842
2023-10-01,Sales,"Sales & Marketing",Canada,5.0,47523.25,
2023-10-01,Marketing,"Sales & Marketing",Canada,4.0,36102.19,
2023-10-01,"Product & Engineering","Research & Development",Canada,10.0,148318.18,
2023-10-01,Finance,"General & Administrative",Canada,2.0,20044.84,
2023-10-01,People,"General & Administrative",Canada,1.0,21572.63,
2023-10-01,"Legal & Compliance","General & Administrative",Canada,1.0,16699.33,
2023-10-01,"Information Technology","General & Administrative",Canada,3.0,35936.18,
2023-11-01,"Cloud Operations","Cost of Revenue",Canada,4.0,60613.27,
2023-11-01,"Customer Support","Cost of Revenue",Canada,5.0,34178.31,
2023-11-01,"Professional Services","Cost of Revenue",Canada,6.0,65676.27,0.7342
2023-11-01,Sales,"Sales & Marketing",Canada,7.0,73307.66,
2023-11-01,Marketing,"Sales & Marketing",Canada,4.0,36102.19,
2023-11-01,"Product & Engineering","Research & Development",Canada,9.0,129093.63,
2023-11-01,Finance,"General & Administrative",Canada,2.0,20044.84,
2023-11-01,People,"General & Administrative",Canada,1.0,21572.63,
2023-11-01,"Legal & Compliance","General & Administrative",Canada,1.0,16699.33,
2023-11-01,"Information Technology","General & Administrative",Canada,3.0,35936.18,
2023-12-01,"Cloud Operations","Cost of Revenue",Canada,4.0,60613.27,
2023-12-01,"Customer Support","Cost of Revenue",Canada,5.0,34178.31,
2023-12-01,"Professional Services","Cost of Revenue",Canada,6.0,65676.27,0.6827
2023-12-01,Sales,"Sales & Marketing",Canada,7.0,73307.66,
2023-12-01,Marketing,"Sales & Marketing",Canada,4.0,36102.19,
2023-12-01,"Product & Engineering","Research & Development",Canada,9.0,129093.63,
2023-12-01,Finance,"General & Administrative",Canada,2.0,20044.84,
2023-12-01,People,"General & Administrative",Canada,1.0,21572.63,
2023-12-01,"Legal & Compliance","General & Administrative",Canada,1.0,16699.33,
2023-12-01,"Information Technology","General & Administrative",Canada,3.0,35936.18,
2024-01-01,"Cloud Operations","Cost of Revenue",Canada,4.0,62734.74,
2024-01-01,"Customer Support","Cost of Revenue",Canada,5.0,35374.54,
2024-01-01,"Professional Services","Cost of Revenue",Canada,6.0,67974.94,0.7159
2024-01-01,Sales,"Sales & Marketing",Canada,7.0,75873.42,
2024-01-01,Marketing,"Sales & Marketing",Canada,4.0,37365.75,
2024-01-01,"Product & Engineering","Research & Development",Canada,9.0,133611.91,
2024-01-01,Finance,"General & Administrative",Canada,2.0,20746.41,
2024-01-01,People,"General & Administrative",Canada,1.0,22327.68,
2024-01-01,"Legal & Compliance","General & Administrative",Canada,1.0,17283.81,
2024-01-01,"Information Technology","General & Administrative",Canada,3.0,37193.95,
2024-02-01,"Cloud Operations","Cost of Revenue",Canada,4.0,62734.74,
2024-02-01,"Customer Support","Cost of Revenue",Canada,5.0,35374.54,
2024-02-01,"Professional Services","Cost of Revenue",Canada,6.0,67974.94,0.7321
2024-02-01,Sales,"Sales & Marketing",Canada,7.0,75873.42,
2024-02-01,Marketing,"Sales & Marketing",Canada,4.0,37365.75,
2024-02-01,"Product & Engineering","Research & Development",Canada,10.0,145888.82,
2024-02-01,Finance,"General & Administrative",Canada,2.0,20746.41,
2024-02-01,People,"General & Administrative",Canada,1.0,22327.68,
2024-02-01,"Legal & Compliance","General & Administrative",Canada,1.0,17283.81,
2024-02-01,"Information Technology","General & Administrative",Canada,3.0,37193.95,
2024-03-01,"Cloud Operations","Cost of Revenue",Canada,4.0,62734.74,
2024-03-01,"Customer Support","Cost of Revenue",Canada,5.0,35374.54,
2024-03-01,"Professional Services","Cost of Revenue",Canada,6.0,67974.94,0.753
2024-03-01,Sales,"Sales & Marketing",Canada,7.0,75873.42,
2024-03-01,Marketing,"Sales & Marketing",Canada,4.0,37365.75,
2024-03-01,"Product & Engineering","Research & Development",Canada,10.0,145888.82,
2024-03-01,Finance,"General & Administrative",Canada,2.0,20746.41,
2024-03-01,People,"General & Administrative",Canada,1.0,22327.68,
2024-03-01,"Legal & Compliance","General & Administrative",Canada,2.0,27340.76,
2024-03-01,"Information Technology","General & Administrative",Canada,3.0,37193.95,
2024-04-01,"Cloud Operations","Cost of Revenue",Canada,4.0,62734.74,
2024-04-01,"Customer Support","Cost of Revenue",Canada,5.0,35374.54,
2024-04-01,"Professional Services","Cost of Revenue",Canada,6.0,67974.94,0.7961
2024-04-01,Sales,"Sales & Marketing",Canada,7.0,75873.42,
2024-04-01,Marketing,"Sales & Marketing",Canada,4.0,37365.75,
2024-04-01,"Product & Engineering","Research & Development",Canada,10.0,145888.82,
2024-04-01,Finance,"General & Administrative",Canada,2.0,20746.41,
2024-04-01,People,"General & Administrative",Canada,1.0,22327.68,
2024-04-01,"Legal & Compliance","General & Administrative",Canada,2.0,27340.76,
2024-04-01,"Information Technology","General & Administrative",Canada,3.0,37193.95,
2024-05-01,"Cloud Operations","Cost of Revenue",Canada,4.0,62734.74,
2024-05-01,"Customer Support","Cost of Revenue",Canada,5.0,35374.54,
2024-05-01,"Professional Services","Cost of Revenue",Canada,6.0,67974.94,0.7425
2024-05-01,Sales,"Sales & Marketing",Canada,7.0,75873.42,
2024-05-01,Marketing,"Sales & Marketing",Canada,4.0,37365.75,
2024-05-01,"Product & Engineering","Research & Development",Canada,10.0,145888.82,
2024-05-01,Finance,"General & Administrative",Canada,2.0,20746.41,
2024-05-01,People,"General & Administrative",Canada,1.0,22327.68,
2024-05-01,"Legal & Compliance","General & Administrative",Canada,2.0,27340.76,
2024-05-01,"Information Technology","General & Administrative",Canada,3.0,37193.95,
2024-06-01,"Cloud Operations","Cost of Revenue",Canada,4.0,62734.74,
2024-06-01,"Customer Support","Cost of Revenue",Canada,5.0,35374.54,
2024-06-01,"Professional Services","Cost of Revenue",Canada,6.0,67974.94,0.7426
2024-06-01,Sales,"Sales & Marketing",Canada,7.0,75873.42,
2024-06-01,Marketing,"Sales & Marketing",Canada,4.0,37365.75,
2024-06-01,"Product & Engineering","Research & Development",Canada,10.0,145888.82,
2024-06-01,Finance,"General & Administrative",Canada,2.0,20746.41,
2024-06-01,People,"General & Administrative",Canada,1.0,22327.68,
2024-06-01,"Legal & Compliance","General & Administrative",Canada,2.0,27340.76,
2024-06-01,"Information Technology","General & Administrative",Canada,3.0,37193.95,
2024-07-01,"Cloud Operations","Cost of Revenue",Canada,4.0,62734.74,
2024-07-01,"Customer Support","Cost of Revenue",Canada,5.0,35374.54,
2024-07-01,"Professional Services","Cost of Revenue",Canada,6.0,67974.94,0.7621
2024-07-01,Sales,"Sales & Marketing",Canada,7.0,75873.42,
2024-07-01,Marketing,"Sales & Marketing",Canada,4.0,37365.75,
2024-07-01,"Product & Engineering","Research & Development",Canada,10.0,145888.82,
2024-07-01,Finance,"General & Administrative",Canada,2.0,20746.41,
2024-07-01,People,"General & Administrative",Canada,1.0,22327.68,
2024-07-01,"Legal & Compliance","General & Administrative",Canada,2.0,27340.76,
2024-07-01,"Information Technology","General & Administrative",Canada,3.0,37193.95,
2024-08-01,"Cloud Operations","Cost of Revenue",Canada,4.0,62734.74,
2024-08-01,"Customer Support","Cost of Revenue",Canada,5.0,35374.54,
2024-08-01,"Professional Services","Cost of Revenue",Canada,6.0,67974.94,0.7563
2024-08-01,Sales,"Sales & Marketing",Canada,7.0,75873.42,
2024-08-01,Marketing,"Sales & Marketing",Canada,4.0,37365.75,
2024-08-01,"Product & Engineering","Research & Development",Canada,10.0,145888.82,
2024-08-01,Finance,"General & Administrative",Canada,2.0,20746.41,
2024-08-01,People,"General & Administrative",Canada,1.0,22327.68,
2024-08-01,"Legal & Compliance","General & Administrative",Canada,2.0,27340.76,
2024-08-01,"Information Technology","General & Administrative",Canada,3.0,37193.95,
2024-09-01,"Cloud Operations","Cost of Revenue",Canada,4.0,62734.74,
2024-09-01,"Customer Support","Cost of Revenue",Canada,5.0,35374.54,
2024-09-01,"Professional Services","Cost of Revenue",Canada,5.0,59807.63,0.7428
2024-09-01,Sales,"Sales & Marketing",Canada,7.0,75873.42,
2024-09-01,Marketing,"Sales & Marketing",Canada,4.0,37365.75,
2024-09-01,"Product & Engineering","Research & Development",Canada,10.0,145888.82,
2024-09-01,Finance,"General & Administrative",Canada,2.0,20746.41,
2024-09-01,People,"General & Administrative",Canada,1.0,22327.68,
2024-09-01,"Legal & Compliance","General & Administrative",Canada,2.0,27340.76,
2024-09-01,"Information Technology","General & Administrative",Canada,3.0,37193.95,
2024-10-01,"Cloud Operations","Cost of Revenue",Canada,4.0,62734.74,
2024-10-01,"Customer Support","Cost of Revenue",Canada,5.0,35374.54,
2024-10-01,"Professional Services","Cost of Revenue",Canada,5.0,59807.63,0.7564
2024-10-01,Sales,"Sales & Marketing",Canada,7.0,75873.42,
2024-10-01,Marketing,"Sales & Marketing",Canada,4.0,37365.75,
2024-10-01,"Product & Engineering","Research & Development",Canada,10.0,145888.82,
2024-10-01,Finance,"General & Administrative",Canada,2.0,20746.41,
2024-10-01,People,"General & Administrative",Canada,1.0,22327.68,
2024-10-01,"Legal & Compliance","General & Administrative",Canada,2.0,27340.76,
2024-10-01,"Information Technology","General & Administrative",Canada,3.0,37193.95,
2024-11-01,"Cloud Operations","Cost of Revenue",Canada,5.0,76317.1,
2024-11-01,"Customer Support","Cost of Revenue",Canada,5.0,35374.54,
2024-11-01,"Professional Services","Cost of Revenue",Canada,5.0,59807.63,0.7364
2024-11-01,Sales,"Sales & Marketing",Canada,7.0,75873.42,
2024-11-01,Marketing,"Sales & Marketing",Canada,4.0,37365.75,
2024-11-01,"Product & Engineering","Research & Development",Canada,10.0,145888.82,
2024-11-01,Finance,"General & Administrative",Canada,2.0,20746.41,
2024-11-01,People,"General & Administrative",Canada,1.0,22327.68,
2024-11-01,"Legal & Compliance","General & Administrative",Canada,2.0,27340.76,
2024-11-01,"Information Technology","General & Administrative",Canada,3.0,37193.95,
2024-12-01,"Cloud Operations","Cost of Revenue",Canada,5.0,76317.1,
2024-12-01,"Customer Support","Cost of Revenue",Canada,5.0,35374.54,
2024-12-01,"Professional Services","Cost of Revenue",Canada,5.0,59807.63,0.7355
2024-12-01,Sales,"Sales & Marketing",Canada,7.0,75873.42,
2024-12-01,Marketing,"Sales & Marketing",Canada,4.0,37365.75,
2024-12-01,"Product & Engineering","Research & Development",Canada,10.0,145888.82,
2024-12-01,Finance,"General & Administrative",Canada,2.0,20746.41,
2024-12-01,People,"General & Administrative",Canada,1.0,22327.68,
2024-12-01,"Legal & Compliance","General & Administrative",Canada,2.0,27340.76,
2024-12-01,"Information Technology","General & Administrative",Canada,3.0,37193.95,
2025-01-01,"Cloud Operations","Cost of Revenue",Canada,5.0,78988.19,
2025-01-01,"Customer Support","Cost of Revenue",Canada,5.0,36612.66,
2025-01-01,"Professional Services","Cost of Revenue",Canada,4.0,49295.53,0.6577
2025-01-01,Sales,"Sales & Marketing",Canada,7.0,78529.02,
2025-01-01,Marketing,"Sales & Marketing",Canada,4.0,38673.57,
2025-01-01,"Product & Engineering","Research & Development",Canada,10.0,150994.93,
2025-01-01,Finance,"General & Administrative",Canada,2.0,21472.53,
2025-01-01,People,"General & Administrative",Canada,1.0,23109.15,
2025-01-01,"Legal & Compliance","General & Administrative",Canada,2.0,28297.69,
2025-01-01,"Information Technology","General & Administrative",Canada,3.0,38495.74,
2025-02-01,"Cloud Operations","Cost of Revenue",Canada,5.0,78988.19,
2025-02-01,"Customer Support","Cost of Revenue",Canada,5.0,36612.66,
2025-02-01,"Professional Services","Cost of Revenue",Canada,4.0,49295.53,0.7199
2025-02-01,Sales,"Sales & Marketing",Canada,7.0,78529.02,
2025-02-01,Marketing,"Sales & Marketing",Canada,4.0,38673.57,
2025-02-01,"Product & Engineering","Research & Development",Canada,10.0,150994.93,
2025-02-01,Finance,"General & Administrative",Canada,2.0,21472.53,
2025-02-01,People,"General & Administrative",Canada,1.0,23109.15,
2025-02-01,"Legal & Compliance","General & Administrative",Canada,2.0,28297.69,
2025-02-01,"Information Technology","General & Administrative",Canada,3.0,38495.74,
2025-03-01,"Cloud Operations","Cost of Revenue",Canada,5.0,78988.19,
2025-03-01,"Customer Support","Cost of Revenue",Canada,5.0,36612.66,
