month_start,customer_id,customer_name,segment,industry,region_name,subscription_revenue_usd,services_revenue_usd,total_revenue_usd,ending_arr_usd
2025-07-01,C0294,"Nova Logistics 294",Enterprise,Technology,"US East",75850.69,0.0,75850.69,910208.28
2025-07-01,C0295,"Beacon Technology 295",Enterprise,Manufacturing,"US East",82429.59,0.0,82429.59,989155.08
2025-07-01,C0297,"Frontier Health 297",Mid-Market,Technology,"US East",18692.18,15999.29,34691.47,234806.52
2025-08-01,C0001,"BrightPath Insurance 001",Enterprise,"Business Services","US East",157805.49,0.0,157805.49,1893665.88
2025-08-01,C0002,"Crescent Health 002",Mid-Market,Healthcare,"US East",6180.18,0.0,6180.18,74162.16
2025-08-01,C0004,"Lakeview Education 004",Enterprise,Manufacturing,"US East",46902.62,0.0,46902.62,562831.44
2025-08-01,C0014,"Meridian Technology 014",SMB,"Business Services","US East",2792.02,0.0,2792.02,33504.24
2025-08-01,C0015,"Highland Manufacturing 015",SMB,Healthcare,"US East",2833.07,0.0,2833.07,33996.84
2025-08-01,C0024,"Northstar Technology 024",Mid-Market,Energy,"US East",9970.67,0.0,9970.67,119648.04
2025-08-01,C0026,"Northstar Energy 026",SMB,Logistics,"US East",6593.78,0.0,6593.78,79125.36
2025-08-01,C0028,"Northstar Technology 028",Enterprise,Healthcare,"US East",49021.01,185789.14,234810.15,588252.12
2025-08-01,C0030,"Lakeview Health 030",Enterprise,Manufacturing,"US East",124573.62,0.0,124573.62,1494883.44
2025-08-01,C0034,"Westbridge Energy 034",Mid-Market,Manufacturing,"US East",9893.11,0.0,9893.11,118583.88
2025-08-01,C0036,"Redwood Education 036",Enterprise,Technology,"US East",133272.63,0.0,133272.63,1599271.56
2025-08-01,C0037,"Highland Insurance 037",Enterprise,Energy,"US East",154147.54,0.0,154147.54,1849770.48
2025-08-01,C0038,"Ironwood Logistics 038",Mid-Market,Energy,"US East",10356.22,0.0,10356.22,126111.24
2025-08-01,C0054,"Cedar Technology 054",Mid-Market,"Financial Services","US East",6846.43,0.0,6846.43,82157.16
2025-08-01,C0058,"Frontier Manufacturing 058",Enterprise,"Retail and E-commerce","US East",42385.06,0.0,42385.06,508620.72
2025-08-01,C0062,"BluePeak Media 062",SMB,Healthcare,"US East",4667.09,0.0,4667.09,56005.08
2025-08-01,C0067,"Crescent Manufacturing 067",SMB,Energy,"US East",6131.97,0.0,6131.97,73583.64
2025-08-01,C0068,"Westbridge Logistics 068",Mid-Market,Manufacturing,"US East",18380.05,0.0,18380.05,220560.6
2025-08-01,C0080,"Beacon Technology 080",Enterprise,Logistics,"US East",99205.38,0.0,99205.38,1190464.56
2025-08-01,C0083,"Crescent Mobility 083",SMB,Manufacturing,"US East",4063.54,0.0,4063.54,48762.48
2025-08-01,C0086,"Crescent Manufacturing 086",Mid-Market,Healthcare,"US East",16416.85,0.0,16416.85,197002.2
2025-08-01,C0095,"BrightPath Technology 095",Mid-Market,Healthcare,"US East",9766.69,28732.23,38498.92,234400.56
2025-08-01,C0097,"Westbridge Insurance 097",Mid-Market,"Financial Services","US East",19622.13,0.0,19622.13,235465.56
2025-08-01,C0098,"Highland Financial 098",Enterprise,Logistics,"US East",92931.93,0.0,92931.93,1115183.16
2025-08-01,C0105,"Clearwater Foods 105",Enterprise,Technology,"US East",125602.42,0.0,125602.42,1507229.04
2025-08-01,C0106,"Highland Manufacturing 106",Enterprise,"Retail and E-commerce","US East",90623.01,0.0,90623.01,1087476.12
2025-08-01,C0112,"Highland Health 112",Mid-Market,Technology,"US East",44160.51,47430.05,91590.56,544925.4
2025-08-01,C0113,"Clearwater Insurance 113",SMB,"Business Services","US East",1805.42,0.0,1805.42,21665.04
2025-08-01,C0126,"Beacon Health 126",SMB,Energy,"US East",4200.59,0.0,4200.59,50407.08
2025-08-01,C0127,"BluePeak Education 127",Mid-Market,Energy,"US East",17126.09,0.0,17126.09,205513.08
2025-08-01,C0130,"Frontier Health 130",Enterprise,Technology,"US East",61910.6,0.0,61910.6,742927.2
2025-08-01,C0131,"Highland Financial 131",SMB,Healthcare,"US East",2918.1,0.0,2918.1,35017.2
2025-08-01,C0141,"Ironwood Foods 141",Mid-Market,Technology,"US East",14592.17,0.0,14592.17,175106.04
2025-08-01,C0153,"Meridian Logistics 153",SMB,"Business Services","US East",6869.84,0.0,6869.84,82438.08
2025-08-01,C0156,"Evergreen Energy 156",Mid-Market,Logistics,"US East",45198.73,59537.45,104736.18,542384.76
2025-08-01,C0164,"Meridian Foods 164",Mid-Market,Manufacturing,"US East",21086.76,0.0,21086.76,253041.12
2025-08-01,C0169,"Silverline Education 169",Enterprise,Manufacturing,"US East",108199.95,0.0,108199.95,1298399.4
2025-08-01,C0170,"Ironwood Foods 170",Enterprise,Logistics,"US East",46366.62,0.0,46366.62,556399.44
2025-08-01,C0171,"Stonegate Health 171",Mid-Market,"Financial Services","US East",16538.23,0.0,16538.23,198458.76
2025-08-01,C0183,"Clearwater Education 183",SMB,Manufacturing,"US East",2687.44,3411.13,6098.57,32249.28
2025-08-01,C0186,"Atlas Technology 186",Enterprise,"Business Services","US East",63542.11,0.0,63542.11,762505.32
2025-08-01,C0193,"Atlas Media 193",Mid-Market,Manufacturing,"US East",10423.66,0.0,10423.66,125083.92
2025-08-01,C0197,"BluePeak Financial 197",SMB,"Financial Services","US East",2355.81,0.0,2355.81,28269.72
2025-08-01,C0203,"Cedar Health 203",Mid-Market,"Business Services","US East",13452.04,0.0,13452.04,161424.48
2025-08-01,C0205,"Meridian Retail 205",Mid-Market,Manufacturing,"US East",12280.24,39654.08,51934.32,147362.88
2025-08-01,C0206,"Evergreen Technology 206",Mid-Market,Energy,"US East",12594.95,0.0,12594.95,151139.4
2025-08-01,C0222,"Silverline Retail 222",Mid-Market,"Retail and E-commerce","US East",16210.06,0.0,16210.06,194520.72
2025-08-01,C0227,"Crescent Media 227",Mid-Market,Energy,"US East",15759.56,0.0,15759.56,189114.72
2025-08-01,C0229,"Meridian Retail 229",Enterprise,Logistics,"US East",118297.0,0.0,118297.0,1523889.6
2025-08-01,C0230,"Summit Retail 230",Mid-Market,Energy,"US East",13827.8,0.0,13827.8,165933.6
2025-08-01,C0231,"Highland Retail 231",Mid-Market,Manufacturing,"US East",26020.89,0.0,26020.89,312250.68
2025-08-01,C0237,"Vantage Media 237",Mid-Market,Manufacturing,"US East",17145.93,0.0,17145.93,205751.16
2025-08-01,C0238,"BluePeak Logistics 238",Mid-Market,Manufacturing,"US East",19875.73,64692.05,84567.78,238508.76
2025-08-01,C0244,"Ironwood Mobility 244",SMB,Energy,"US East",3654.98,0.0,3654.98,43859.76
2025-08-01,C0246,"BluePeak Mobility 246",SMB,Manufacturing,"US East",3846.9,11979.91,15826.81,46162.8
2025-08-01,C0258,"Frontier Media 258",Mid-Market,Manufacturing,"US East",3691.07,0.0,3691.07,88585.56
2025-08-01,C0259,"Clearwater Retail 259",Mid-Market,"Financial Services","US East",16509.61,0.0,16509.61,198115.32
2025-08-01,C0260,"Keystone Mobility 260",Mid-Market,Energy,"US East",15386.43,0.0,15386.43,184637.16
2025-08-01,C0261,"Summit Energy 261",SMB,"Business Services","US East",4250.88,0.0,4250.88,51010.56
2025-08-01,C0265,"Frontier Retail 265",Enterprise,Manufacturing,"US East",93406.61,0.0,93406.61,1120879.32
2025-08-01,C0266,"Pioneer Financial 266",Enterprise,Energy,"US East",52768.39,0.0,52768.39,633220.68
2025-08-01,C0267,"Evergreen Foods 267",SMB,Healthcare,"US East",3905.05,0.0,3905.05,46860.6
2025-08-01,C0273,"Frontier Education 273",Enterprise,Energy,"US East",61890.25,0.0,61890.25,742683.0
2025-08-01,C0274,"Evergreen Education 274",SMB,Manufacturing,"US East",3809.76,0.0,3809.76,45717.12
2025-08-01,C0275,"Silverline Health 275",Mid-Market,"Financial Services","US East",13752.02,0.0,13752.02,165024.24
2025-08-01,C0276,"Highland Technology 276",SMB,"Business Services","US East",4065.17,7262.65,11327.82,48782.04
2025-08-01,C0279,"Vantage Mobility 279",SMB,"Business Services","US East",2613.21,0.0,2613.21,31358.52
2025-08-01,C0287,"Westbridge Technology 287",Enterprise,"Retail and E-commerce","US East",81028.26,0.0,81028.26,972339.12
2025-08-01,C0291,"Harbor Media 291",Enterprise,Energy,"US East",66065.79,0.0,66065.79,792789.48
2025-08-01,C0294,"Nova Logistics 294",Enterprise,Technology,"US East",75850.69,0.0,75850.69,910208.28
2025-08-01,C0295,"Beacon Technology 295",Enterprise,Manufacturing,"US East",82429.59,0.0,82429.59,989155.08
2025-08-01,C0297,"Frontier Health 297",Mid-Market,Technology,"US East",19567.21,13449.26,33016.47,234806.52
2025-09-01,C0001,"BrightPath Insurance 001",Enterprise,"Business Services","US East",157805.49,0.0,157805.49,1893665.88
2025-09-01,C0002,"Crescent Health 002",Mid-Market,Healthcare,"US East",6180.18,0.0,6180.18,74162.16
2025-09-01,C0004,"Lakeview Education 004",Enterprise,Manufacturing,"US East",46902.62,0.0,46902.62,562831.44
2025-09-01,C0014,"Meridian Technology 014",SMB,"Business Services","US East",2792.02,0.0,2792.02,33504.24
2025-09-01,C0015,"Highland Manufacturing 015",SMB,Healthcare,"US East",2833.07,0.0,2833.07,33996.84
2025-09-01,C0024,"Northstar Technology 024",Mid-Market,Energy,"US East",9970.67,0.0,9970.67,119648.04
2025-09-01,C0026,"Northstar Energy 026",SMB,Logistics,"US East",6593.78,0.0,6593.78,79125.36
2025-09-01,C0028,"Northstar Technology 028",Enterprise,Healthcare,"US East",49021.01,153477.99,202499.0,588252.12
2025-09-01,C0030,"Lakeview Health 030",Enterprise,Manufacturing,"US East",124573.62,0.0,124573.62,1494883.44
2025-09-01,C0034,"Westbridge Energy 034",Mid-Market,Manufacturing,"US East",9881.99,0.0,9881.99,118583.88
2025-09-01,C0036,"Redwood Education 036",Enterprise,Technology,"US East",133272.63,0.0,133272.63,1599271.56
2025-09-01,C0037,"Highland Insurance 037",Enterprise,Energy,"US East",154147.54,0.0,154147.54,1849770.48
2025-09-01,C0038,"Ironwood Logistics 038",Mid-Market,Energy,"US East",10509.27,0.0,10509.27,126111.24
2025-09-01,C0054,"Cedar Technology 054",Mid-Market,"Financial Services","US East",6846.43,0.0,6846.43,82157.16
2025-09-01,C0058,"Frontier Manufacturing 058",Enterprise,"Retail and E-commerce","US East",42385.06,0.0,42385.06,508620.72
2025-09-01,C0062,"BluePeak Media 062",SMB,Healthcare,"US East",4667.09,0.0,4667.09,56005.08
2025-09-01,C0067,"Crescent Manufacturing 067",SMB,Energy,"US East",6131.97,0.0,6131.97,73583.64
2025-09-01,C0068,"Westbridge Logistics 068",Mid-Market,Manufacturing,"US East",18380.05,0.0,18380.05,220560.6
2025-09-01,C0080,"Beacon Technology 080",Enterprise,Logistics,"US East",99205.38,0.0,99205.38,1190464.56
2025-09-01,C0083,"Crescent Mobility 083",SMB,Manufacturing,"US East",4063.54,0.0,4063.54,48762.48
2025-09-01,C0086,"Crescent Manufacturing 086",Mid-Market,Healthcare,"US East",16416.85,0.0,16416.85,197002.2
2025-09-01,C0095,"BrightPath Technology 095",Mid-Market,Healthcare,"US East",19533.38,0.0,19533.38,234400.56
2025-09-01,C0097,"Westbridge Insurance 097",Mid-Market,"Financial Services","US East",19622.13,0.0,19622.13,235465.56
2025-09-01,C0098,"Highland Financial 098",Enterprise,Logistics,"US East",92931.93,0.0,92931.93,1115183.16
2025-09-01,C0105,"Clearwater Foods 105",Enterprise,Technology,"US East",127486.45,0.0,127486.45,1552445.88
2025-09-01,C0106,"Highland Manufacturing 106",Enterprise,"Retail and E-commerce","US East",90623.01,218696.74,309319.75,1087476.12
2025-09-01,C0112,"Highland Health 112",Mid-Market,Technology,"US East",45410.45,45594.73,91005.18,544925.4
2025-09-01,C0113,"Clearwater Insurance 113",SMB,"Business Services","US East",1873.31,0.0,1873.31,23294.28
2025-09-01,C0126,"Beacon Health 126",SMB,Energy,"US East",4200.59,0.0,4200.59,50407.08
2025-09-01,C0127,"BluePeak Education 127",Mid-Market,Energy,"US East",17926.12,0.0,17926.12,224713.68
2025-09-01,C0130,"Frontier Health 130",Enterprise,Technology,"US East",61910.6,0.0,61910.6,742927.2
2025-09-01,C0131,"Highland Financial 131",SMB,Healthcare,"US East",2918.1,0.0,2918.1,35017.2
2025-09-01,C0141,"Ironwood Foods 141",Mid-Market,Technology,"US East",14592.17,0.0,14592.17,175106.04
2025-09-01,C0153,"Meridian Logistics 153",SMB,"Business Services","US East",6869.84,0.0,6869.84,82438.08
2025-09-01,C0156,"Evergreen Energy 156",Mid-Market,Logistics,"US East",45198.73,53294.59,98493.32,542384.76
2025-09-01,C0164,"Meridian Foods 164",Mid-Market,Manufacturing,"US East",21086.76,0.0,21086.76,253041.12
2025-09-01,C0169,"Silverline Education 169",Enterprise,Manufacturing,"US East",108199.95,0.0,108199.95,1298399.4
2025-09-01,C0170,"Ironwood Foods 170",Enterprise,Logistics,"US East",46366.62,0.0,46366.62,556399.44
2025-09-01,C0171,"Stonegate Health 171",Mid-Market,"Financial Services","US East",16538.23,0.0,16538.23,198458.76
2025-09-01,C0183,"Clearwater Education 183",SMB,Manufacturing,"US East",2687.44,0.0,2687.44,32249.28
2025-09-01,C0186,"Atlas Technology 186",Enterprise,"Business Services","US East",63542.11,0.0,63542.11,762505.32
2025-09-01,C0193,"Atlas Media 193",Mid-Market,Manufacturing,"US East",10423.66,0.0,10423.66,125083.92
2025-09-01,C0197,"BluePeak Financial 197",SMB,"Financial Services","US East",2391.15,0.0,2391.15,29117.76
2025-09-01,C0203,"Cedar Health 203",Mid-Market,"Business Services","US East",13452.04,0.0,13452.04,161424.48
2025-09-01,C0205,"Meridian Retail 205",Mid-Market,Manufacturing,"US East",12280.24,57278.12,69558.36,147362.88
2025-09-01,C0206,"Evergreen Technology 206",Mid-Market,Energy,"US East",12594.95,0.0,12594.95,151139.4
2025-09-01,C0222,"Silverline Retail 222",Mid-Market,"Retail and E-commerce","US East",16210.06,0.0,16210.06,194520.72
2025-09-01,C0227,"Crescent Media 227",Mid-Market,Energy,"US East",15759.56,0.0,15759.56,189114.72
2025-09-01,C0229,"Meridian Retail 229",Enterprise,Logistics,"US East",126990.8,0.0,126990.8,1523889.6
2025-09-01,C0230,"Summit Retail 230",Mid-Market,Energy,"US East",13827.8,0.0,13827.8,165933.6
2025-09-01,C0231,"Highland Retail 231",Mid-Market,Manufacturing,"US East",26020.89,0.0,26020.89,312250.68
2025-09-01,C0237,"Vantage Media 237",Mid-Market,Manufacturing,"US East",17145.93,0.0,17145.93,205751.16
2025-09-01,C0238,"BluePeak Logistics 238",Mid-Market,Manufacturing,"US East",19875.73,70747.85,90623.58,238508.76
2025-09-01,C0244,"Ironwood Mobility 244",SMB,Energy,"US East",3654.98,0.0,3654.98,43859.76
2025-09-01,C0246,"BluePeak Mobility 246",SMB,Manufacturing,"US East",3846.9,11972.12,15819.02,46162.8
2025-09-01,C0258,"Frontier Media 258",Mid-Market,Manufacturing,"US East",7382.13,0.0,7382.13,88585.56
2025-09-01,C0259,"Clearwater Retail 259",Mid-Market,"Financial Services","US East",16509.61,0.0,16509.61,198115.32
2025-09-01,C0260,"Keystone Mobility 260",Mid-Market,Energy,"US East",15386.43,0.0,15386.43,184637.16
2025-09-01,C0261,"Summit Energy 261",SMB,"Business Services","US East",4250.88,0.0,4250.88,51010.56
2025-09-01,C0265,"Frontier Retail 265",Enterprise,Manufacturing,"US East",94807.71,0.0,94807.71,1154505.72
2025-09-01,C0266,"Pioneer Financial 266",Enterprise,Energy,"US East",52768.39,0.0,52768.39,633220.68
2025-09-01,C0267,"Evergreen Foods 267",SMB,Healthcare,"US East",3905.05,0.0,3905.05,46860.6
2025-09-01,C0273,"Frontier Education 273",Enterprise,Energy,"US East",61890.25,0.0,61890.25,742683.0
2025-09-01,C0274,"Evergreen Education 274",SMB,Manufacturing,"US East",3809.76,0.0,3809.76,45717.12
2025-09-01,C0275,"Silverline Health 275",Mid-Market,"Financial Services","US East",13752.02,0.0,13752.02,165024.24
2025-09-01,C0276,"Highland Technology 276",SMB,"Business Services","US East",4065.17,6980.2,11045.37,48782.04
2025-09-01,C0279,"Vantage Mobility 279",SMB,"Business Services","US East",2613.21,0.0,2613.21,31358.52
2025-09-01,C0287,"Westbridge Technology 287",Enterprise,"Retail and E-commerce","US East",81028.26,0.0,81028.26,972339.12
2025-09-01,C0291,"Harbor Media 291",Enterprise,Energy,"US East",66065.79,0.0,66065.79,792789.48
2025-09-01,C0294,"Nova Logistics 294",Enterprise,Technology,"US East",75850.69,189451.13,265301.82,910208.28
2025-09-01,C0295,"Beacon Technology 295",Enterprise,Manufacturing,"US East",82429.59,0.0,82429.59,989155.08
2025-09-01,C0297,"Frontier Health 297",Mid-Market,Technology,"US East",19567.21,16078.51,35645.72,234806.52
2025-10-01,C0001,"BrightPath Insurance 001",Enterprise,"Business Services","US East",157805.49,0.0,157805.49,1893665.88
2025-10-01,C0002,"Crescent Health 002",Mid-Market,Healthcare,"US East",6180.18,0.0,6180.18,74162.16
2025-10-01,C0004,"Lakeview Education 004",Enterprise,Manufacturing,"US East",46902.62,0.0,46902.62,562831.44
2025-10-01,C0014,"Meridian Technology 014",SMB,"Business Services","US East",2792.02,0.0,2792.02,33504.24
2025-10-01,C0015,"Highland Manufacturing 015",SMB,Healthcare,"US East",2833.07,0.0,2833.07,33996.84
2025-10-01,C0024,"Northstar Technology 024",Mid-Market,Energy,"US East",10299.55,0.0,10299.55,127541.04
2025-10-01,C0026,"Northstar Energy 026",SMB,Logistics,"US East",6692.69,0.0,6692.69,81499.2
2025-10-01,C0028,"Northstar Technology 028",Enterprise,Healthcare,"US East",49021.01,278172.25,327193.26,588252.12
2025-10-01,C0030,"Lakeview Health 030",Enterprise,Manufacturing,"US East",124573.62,0.0,124573.62,1494883.44
2025-10-01,C0034,"Westbridge Energy 034",Mid-Market,Manufacturing,"US East",9881.99,0.0,9881.99,118583.88
2025-10-01,C0036,"Redwood Education 036",Enterprise,Technology,"US East",133272.63,0.0,133272.63,1599271.56
2025-10-01,C0037,"Highland Insurance 037",Enterprise,Energy,"US East",154147.54,0.0,154147.54,1849770.48
2025-10-01,C0038,"Ironwood Logistics 038",Mid-Market,Energy,"US East",10509.27,0.0,10509.27,126111.24
2025-10-01,C0054,"Cedar Technology 054",Mid-Market,"Financial Services","US East",6846.43,0.0,6846.43,82157.16
2025-10-01,C0058,"Frontier Manufacturing 058",Enterprise,"Retail and E-commerce","US East",42385.06,0.0,42385.06,508620.72
2025-10-01,C0062,"BluePeak Media 062",SMB,Healthcare,"US East",4667.09,0.0,4667.09,56005.08
2025-10-01,C0067,"Crescent Manufacturing 067",SMB,Energy,"US East",6131.97,0.0,6131.97,73583.64
2025-10-01,C0068,"Westbridge Logistics 068",Mid-Market,Manufacturing,"US East",18380.05,0.0,18380.05,220560.6
2025-10-01,C0080,"Beacon Technology 080",Enterprise,Logistics,"US East",99205.38,0.0,99205.38,1190464.56
2025-10-01,C0083,"Crescent Mobility 083",SMB,Manufacturing,"US East",4200.15,0.0,4200.15,52041.0
2025-10-01,C0086,"Crescent Manufacturing 086",Mid-Market,Healthcare,"US East",16416.85,0.0,16416.85,197002.2
2025-10-01,C0095,"BrightPath Technology 095",Mid-Market,Healthcare,"US East",19533.38,0.0,19533.38,234400.56
2025-10-01,C0097,"Westbridge Insurance 097",Mid-Market,"Financial Services","US East",19622.13,0.0,19622.13,235465.56
2025-10-01,C0098,"Highland Financial 098",Enterprise,Logistics,"US East",92931.93,0.0,92931.93,1115183.16
2025-10-01,C0105,"Clearwater Foods 105",Enterprise,Technology,"US East",129370.49,0.0,129370.49,1552445.88
2025-10-01,C0106,"Highland Manufacturing 106",Enterprise,"Retail and E-commerce","US East",96713.81,437393.49,534107.3,1233655.44
2025-10-01,C0112,"Highland Health 112",Mid-Market,Technology,"US East",45410.45,47755.39,93165.84,544925.4
2025-10-01,C0113,"Clearwater Insurance 113",SMB,"Business Services","US East",1941.19,0.0,1941.19,23294.28
2025-10-01,C0126,"Beacon Health 126",SMB,Energy,"US East",4461.51,0.0,4461.51,56669.04
2025-10-01,C0127,"BluePeak Education 127",Mid-Market,Energy,"US East",18726.14,0.0,18726.14,224713.68
2025-10-01,C0130,"Frontier Health 130",Enterprise,Technology,"US East",61910.6,0.0,61910.6,742927.2
2025-10-01,C0131,"Highland Financial 131",SMB,Healthcare,"US East",2918.1,0.0,2918.1,35017.2
2025-10-01,C0141,"Ironwood Foods 141",Mid-Market,Technology,"US East",14592.17,0.0,14592.17,175106.04
2025-10-01,C0153,"Meridian Logistics 153",SMB,"Business Services","US East",6869.84,0.0,6869.84,82438.08
2025-10-01,C0156,"Evergreen Energy 156",Mid-Market,Logistics,"US East",45198.73,58639.97,103838.7,542384.76
2025-10-01,C0164,"Meridian Foods 164",Mid-Market,Manufacturing,"US East",21086.76,0.0,21086.76,253041.12
2025-10-01,C0169,"Silverline Education 169",Enterprise,Manufacturing,"US East",108199.95,0.0,108199.95,1298399.4
2025-10-01,C0170,"Ironwood Foods 170",Enterprise,Logistics,"US East",46366.62,0.0,46366.62,556399.44
2025-10-01,C0171,"Stonegate Health 171",Mid-Market,"Financial Services","US East",16538.23,0.0,16538.23,198458.76
2025-10-01,C0183,"Clearwater Education 183",SMB,Manufacturing,"US East",2687.44,0.0,2687.44,32249.28
2025-10-01,C0186,"Atlas Technology 186",Enterprise,"Business Services","US East",63542.11,0.0,63542.11,762505.32
2025-10-01,C0193,"Atlas Media 193",Mid-Market,Manufacturing,"US East",10423.66,0.0,10423.66,125083.92
2025-10-01,C0197,"BluePeak Financial 197",SMB,"Financial Services","US East",2426.48,0.0,2426.48,29117.76
2025-10-01,C0203,"Cedar Health 203",Mid-Market,"Business Services","US East",13452.04,0.0,13452.04,161424.48
2025-10-01,C0205,"Meridian Retail 205",Mid-Market,Manufacturing,"US East",12280.24,57278.12,69558.36,147362.88
2025-10-01,C0206,"Evergreen Technology 206",Mid-Market,Energy,"US East",12594.95,0.0,12594.95,151139.4
2025-10-01,C0222,"Silverline Retail 222",Mid-Market,"Retail and E-commerce","US East",16210.06,0.0,16210.06,194520.72
2025-10-01,C0227,"Crescent Media 227",Mid-Market,Energy,"US East",15759.56,0.0,15759.56,189114.72
2025-10-01,C0229,"Meridian Retail 229",Enterprise,Logistics,"US East",126990.8,0.0,126990.8,1523889.6
2025-10-01,C0230,"Summit Retail 230",Mid-Market,Energy,"US East",13827.8,0.0,13827.8,165933.6
2025-10-01,C0231,"Highland Retail 231",Mid-Market,Manufacturing,"US East",26020.89,0.0,26020.89,312250.68
2025-10-01,C0237,"Vantage Media 237",Mid-Market,Manufacturing,"US East",17145.93,0.0,17145.93,205751.16
2025-10-01,C0238,"BluePeak Logistics 238",Mid-Market,Manufacturing,"US East",19875.73,70249.81,90125.54,238508.76
2025-10-01,C0244,"Ironwood Mobility 244",SMB,Energy,"US East",3654.98,0.0,3654.98,43859.76
2025-10-01,C0246,"BluePeak Mobility 246",SMB,Manufacturing,"US East",3846.9,11561.56,15408.46,46162.8
2025-10-01,C0258,"Frontier Media 258",Mid-Market,Manufacturing,"US East",7382.13,0.0,7382.13,88585.56
2025-10-01,C0259,"Clearwater Retail 259",Mid-Market,"Financial Services","US East",17585.46,0.0,17585.46,223935.84
2025-10-01,C0260,"Keystone Mobility 260",Mid-Market,Energy,"US East",15386.43,0.0,15386.43,184637.16
2025-10-01,C0261,"Summit Energy 261",SMB,"Business Services","US East",4250.88,0.0,4250.88,51010.56
2025-10-01,C0265,"Frontier Retail 265",Enterprise,Manufacturing,"US East",96208.81,0.0,96208.81,1154505.72
2025-10-01,C0266,"Pioneer Financial 266",Enterprise,Energy,"US East",52768.39,0.0,52768.39,633220.68
2025-10-01,C0267,"Evergreen Foods 267",SMB,Healthcare,"US East",3905.05,0.0,3905.05,46860.6
2025-10-01,C0273,"Frontier Education 273",Enterprise,Energy,"US East",61890.25,0.0,61890.25,742683.0
2025-10-01,C0274,"Evergreen Education 274",SMB,Manufacturing,"US East",3809.76,0.0,3809.76,45717.12
2025-10-01,C0275,"Silverline Health 275",Mid-Market,"Financial Services","US East",13752.02,0.0,13752.02,165024.24
2025-10-01,C0276,"Highland Technology 276",SMB,"Business Services","US East",4065.17,6836.01,10901.18,48782.04
2025-10-01,C0279,"Vantage Mobility 279",SMB,"Business Services","US East",2613.21,0.0,2613.21,31358.52
2025-10-01,C0287,"Westbridge Technology 287",Enterprise,"Retail and E-commerce","US East",81028.26,0.0,81028.26,972339.12
2025-10-01,C0291,"Harbor Media 291",Enterprise,Energy,"US East",66065.79,0.0,66065.79,792789.48
2025-10-01,C0294,"Nova Logistics 294",Enterprise,Technology,"US East",75850.69,197388.49,273239.18,910208.28
2025-10-01,C0295,"Beacon Technology 295",Enterprise,Manufacturing,"US East",82429.59,0.0,82429.59,989155.08
2025-10-01,C0297,"Frontier Health 297",Mid-Market,Technology,"US East",19567.21,0.0,19567.21,234806.52
2025-11-01,C0001,"BrightPath Insurance 001",Enterprise,"Business Services","US East",157805.49,0.0,157805.49,1893665.88
2025-11-01,C0002,"Crescent Health 002",Mid-Market,Healthcare,"US East",6272.89,0.0,6272.89,76387.08
2025-11-01,C0004,"Lakeview Education 004",Enterprise,Manufacturing,"US East",46902.62,0.0,46902.62,562831.44
2025-11-01,C0014,"Meridian Technology 014",SMB,"Business Services","US East",2792.02,0.0,2792.02,33504.24
2025-11-01,C0015,"Highland Manufacturing 015",SMB,Healthcare,"US East",2833.07,0.0,2833.07,33996.84
2025-11-01,C0024,"Northstar Technology 024",Mid-Market,Energy,"US East",10628.42,0.0,10628.42,127541.04
2025-11-01,C0026,"Northstar Energy 026",SMB,Logistics,"US East",6791.6,0.0,6791.6,81499.2
2025-11-01,C0028,"Northstar Technology 028",Enterprise,Healthcare,"US East",49021.01,242950.97,291971.98,588252.12
2025-11-01,C0030,"Lakeview Health 030",Enterprise,Manufacturing,"US East",124573.62,0.0,124573.62,1494883.44
2025-11-01,C0034,"Westbridge Energy 034",Mid-Market,Manufacturing,"US East",9881.99,68366.86,78248.85,118583.88
2025-11-01,C0036,"Redwood Education 036",Enterprise,Technology,"US East",133272.63,0.0,133272.63,1599271.56
2025-11-01,C0037,"Highland Insurance 037",Enterprise,Energy,"US East",154147.54,0.0,154147.54,1849770.48
2025-11-01,C0038,"Ironwood Logistics 038",Mid-Market,Energy,"US East",10509.27,0.0,10509.27,126111.24
2025-11-01,C0054,"Cedar Technology 054",Mid-Market,"Financial Services","US East",6846.43,0.0,6846.43,82157.16
2025-11-01,C0058,"Frontier Manufacturing 058",Enterprise,"Retail and E-commerce","US East",42385.06,0.0,42385.06,508620.72
2025-11-01,C0062,"BluePeak Media 062",SMB,Healthcare,"US East",4737.09,0.0,4737.09,57685.2
2025-11-01,C0067,"Crescent Manufacturing 067",SMB,Energy,"US East",6131.97,0.0,6131.97,73583.64
2025-11-01,C0068,"Westbridge Logistics 068",Mid-Market,Manufacturing,"US East",18380.05,0.0,18380.05,220560.6
2025-11-01,C0080,"Beacon Technology 080",Enterprise,Logistics,"US East",99205.38,0.0,99205.38,1190464.56
2025-11-01,C0083,"Crescent Mobility 083",SMB,Manufacturing,"US East",4336.75,0.0,4336.75,52041.0
2025-11-01,C0086,"Crescent Manufacturing 086",Mid-Market,Healthcare,"US East",16416.85,0.0,16416.85,197002.2
2025-11-01,C0095,"BrightPath Technology 095",Mid-Market,Healthcare,"US East",19533.38,0.0,19533.38,234400.56
2025-11-01,C0097,"Westbridge Insurance 097",Mid-Market,"Financial Services","US East",19622.13,0.0,19622.13,235465.56
2025-11-01,C0098,"Highland Financial 098",Enterprise,Logistics,"US East",92931.93,0.0,92931.93,1115183.16
